la_code,la_name,date_code,measurement,units,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,A 5 minute walk or less,Within a 6-10 minute walk,An 11 minute walk or more,Don't Know
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,58,15,24,3
S12000048,Perth and Kinross,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,60,16,24,1
S12000017,Highland,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,79,11,9,1
S12000028,South Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,74,18,8,0
S12000006,Dumfries and Galloway,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,83,10,6,NA
S12000013,Na h-Eileanan Siar,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,12,9,0
S12000027,Shetland Islands,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,17,9,2
S12000041,Angus,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,85,14,1,NA
S12000041,Angus,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,18,16,3
S12000039,West Dunbartonshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,58,29,11,3
S12000021,North Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,15,13,NA
S12000036,City of Edinburgh,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,24,11,3
S12000049,Glasgow City,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,49,25,24,2
S12000006,Dumfries and Galloway,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,7,6,NA
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,16,5,1
S12000013,Na h-Eileanan Siar,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,11,2,NA
S12000017,Highland,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,16,7,1
S12000023,Orkney Islands,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,15,18,4
S12000023,Orkney Islands,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,67,11,21,2
S12000011,East Renfrewshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,47,36,17,1
S12000010,East Lothian,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,83,10,6,1
S12000018,Inverclyde,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,15,16,NA
S12000005,Clackmannanshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,23,8,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,62,18,20,NA
S12000010,East Lothian,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,82,7,11,NA
S12000038,Renfrewshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,21,12,2
S12000014,Falkirk,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,47,16,36,2
S12000026,Scottish Borders,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,12,2,1
S12000019,Midlothian,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,14,8,NA
S12000035,Argyll and Bute,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,59,13,20,8
S12000018,Inverclyde,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,57,28,14,1
S12000005,Clackmannanshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,19,18,2
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,67,22,10,1
S12000049,Glasgow City,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,53,25,23,NA
S12000023,Orkney Islands,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,91,7,2,0
S12000021,North Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,49,32,18,1
S12000041,Angus,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,23,16,1
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,24,9,1
S12000038,Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,45,37,16,2
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,19,12,NA
S12000049,Glasgow City,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,50,26,20,4
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,62,23,13,1
S12000049,Glasgow City,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,54,26,20,0
S12000021,North Ayrshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,68,14,17,1
S12000038,Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,20,15,NA
S12000048,Perth and Kinross,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,59,15,25,1
S12000017,Highland,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,52,18,19,10
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,58,33,8,1
S12000005,Clackmannanshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,24,12,NA
S12000011,East Renfrewshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,45,29,25,1
S12000017,Highland,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,81,10,9,NA
S12000008,East Ayrshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,14,10,NA
S12000047,Fife,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,73,20,6,1
S12000026,Scottish Borders,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,74,18,7,0
S12000028,South Ayrshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,73,20,7,1
S12000042,Dundee City,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,51,29,17,3
S12000018,Inverclyde,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,50,19,31,NA
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,14,14,1
S12000035,Argyll and Bute,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,17,16,2
S12000017,Highland,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,81,12,7,1
S12000018,Inverclyde,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,45,24,31,1
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,12,15,1
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,54,26,18,2
S12000029,South Lanarkshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,13,22,0
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,77,17,5,NA
S12000047,Fife,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,20,8,NA
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,70,18,9,3
S12000035,Argyll and Bute,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,14,4,4
S12000049,Glasgow City,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,41,41,14,4
S12000035,Argyll and Bute,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,25,8,1
S12000008,East Ayrshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,77,14,8,1
S12000050,North Lanarkshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,21,15,2
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,49,23,26,2
S12000050,North Lanarkshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,62,20,15,3
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,77,14,9,NA
S12000028,South Ayrshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,15,7,NA
S12000027,Shetland Islands,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,88,10,1,1
S12000038,Renfrewshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,14,15,1
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,55,21,24,1
S12000027,Shetland Islands,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,79,10,11,NA
S12000029,South Lanarkshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,62,17,21,NA
S12000020,Moray,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,75,12,13,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,13,17,NA
S12000036,City of Edinburgh,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,62,24,13,2
S12000038,Renfrewshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,51,32,15,1
S12000020,Moray,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,75,13,11,NA
S12000010,East Lothian,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,88,6,6,NA
S12000019,Midlothian,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,82,8,11,NA
S12000040,West Lothian,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,58,28,11,3
S12000050,North Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,51,26,20,2
S12000010,East Lothian,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,79,10,10,NA
S12000047,Fife,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,75,20,5,NA
S12000039,West Dunbartonshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,54,28,18,1
S12000033,Aberdeen City,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,18,10,NA
S12000045,East Dunbartonshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,59,29,9,3
S12000020,Moray,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,67,18,15,0
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,81,13,6,0
S12000020,Moray,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,73,16,9,2
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,22,5,1
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,68,25,7,NA
S12000049,Glasgow City,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,55,24,19,3
S12000029,South Lanarkshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,68,16,16,NA
S12000028,South Ayrshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,18,12,1
S12000033,Aberdeen City,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,64,21,15,NA
S12000034,Aberdeenshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,64,21,14,1
S12000005,Clackmannanshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,84,15,1,NA
S12000045,East Dunbartonshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,64,22,11,3
S12000042,Dundee City,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,44,29,19,8
S12000042,Dundee City,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,56,25,16,3
S12000038,Renfrewshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,68,16,15,1
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,49,38,11,2
S12000034,Aberdeenshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,10,26,0
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,23,16,NA
S12000018,Inverclyde,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,51,27,18,4
S12000030,Stirling,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,9,4,1
S12000041,Angus,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,58,19,22,2
S12000042,Dundee City,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,30,8,NA
S12000027,Shetland Islands,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,7,6,NA
S12000020,Moray,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,80,9,11,NA
S12000030,Stirling,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,67,31,2,NA
S12000040,West Lothian,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,68,21,11,NA
S12000028,South Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,77,16,8,NA
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,73,13,14,NA
S12000026,Scottish Borders,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,80,14,3,2
S12000011,East Renfrewshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,56,29,14,1
S12000019,Midlothian,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,75,13,12,NA
S12000013,Na h-Eileanan Siar,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,13,15,1
S12000019,Midlothian,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,75,17,7,1
S12000050,North Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,57,23,17,3
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,19,15,NA
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,48,26,24,2
S12000030,Stirling,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,16,5,1
S12000050,North Lanarkshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,20,15,2
S12000029,South Lanarkshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,60,22,17,NA
S12000049,Glasgow City,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,21,14,0
S12000034,Aberdeenshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,10,14,NA
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,16,22,1
S12000030,Stirling,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,79,14,8,NA
S12000021,North Ayrshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,64,24,12,NA
S12000033,Aberdeen City,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,47,36,17,NA
S12000019,Midlothian,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,77,18,5,NA
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,60,22,18,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,4,10,NA
S12000040,West Lothian,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,46,42,12,NA
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,92,7,1,NA
S12000010,East Lothian,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,17,5,NA
S12000023,Orkney Islands,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,55,10,35,NA
S12000028,South Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,25,6,NA
S12000023,Orkney Islands,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,53,22,26,NA
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,58,21,15,5
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,75,17,7,1
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,68,25,7,0
S12000047,Fife,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,63,32,5,NA
S12000005,Clackmannanshire,2019,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,80,10,10,NA
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,69,23,5,3
S12000049,Glasgow City,2016,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,46,30,22,3
S12000040,West Lothian,2016,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,47,41,12,NA
S12000050,North Lanarkshire,2015,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,70,16,10,4
S12000036,City of Edinburgh,2013,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,67,21,10,2
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,74,15,8,4
S12000050,North Lanarkshire,2013,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,53,20,24,3
S12000017,Highland,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,72,23,2,3
S12000035,Argyll and Bute,2015,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,61,17,10,11
S12000028,South Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,74,18,9,NA
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,47,19,31,3
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,84,12,4,NA
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,59,31,10,1
S12000026,Scottish Borders,2014,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,71,21,6,2
S12000014,Falkirk,2017,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,42,19,37,1
S12000040,West Lothian,2017,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,50,23,25,2
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,35,27,34,4
S12000050,North Lanarkshire,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,62,22,15,1
S12000049,Glasgow City,2015,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,52,25,21,2
S12000034,Aberdeenshire,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,92,4,4,NA
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,67,12,21,NA
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,56,25,15,4
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,69,17,10,3
S12000005,Clackmannanshire,2016,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,63,29,7,1
S12000036,City of Edinburgh,2016,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,62,23,13,2
S12000050,North Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,61,20,17,2
S12000033,Aberdeen City,2018,Percent,Percent Of Adults,All,All,All,All,Social Rented,All,All,59,21,17,2
