FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S08000031,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,32.8,Long-term illness: Limiting long-term illness,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,22.3,Self-assessed general health: Fair,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,17.7,Self-assessed general health: Fair,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,24.2,Obesity: Obese,Male
S08000031,2016-2019,95% Upper Confidence Limit,WEMWBS Score,49.9,Mental wellbeing,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,29.5,Obesity: Obese,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,8.4,E-cigarette use: Currently using,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,34.3,Life satisfaction: Mode (8),Male
S08000031,2016-2019,Percent,Percent Of Adults,27,Obesity: Obese,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,28.8,Life satisfaction: Mode (8),Male
S08000031,2015-2018,Mean,Units of alcohol,15.8,Alcohol consumption (mean weekly units),Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,10.4,Self-assessed general health: Bad/Very bad,Male
S08000031,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,15.9,E-cigarette use: Ever previously used,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,10.9,E-cigarette use: Ever previously used,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,55,Alcohol consumption: Moderate drinker,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,49,Alcohol consumption: Moderate drinker,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,7.3,Self-assessed general health: Bad/Very bad,Male
S08000031,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Male
S08000031,2016-2019,95% Upper Confidence Limit,Units of alcohol,17.1,Alcohol consumption (mean weekly units),Male
S08000031,2015-2018,Mean,WEMWBS Score,49.4,Mental wellbeing,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,5.5,E-cigarette use: Currently using,Male
S08000031,2015-2018,95% Lower Confidence Limit,WEMWBS Score,48.8,Mental wellbeing,Male
S08000031,2015-2018,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male
S08000031,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Male
S08000031,2015-2018,95% Upper Confidence Limit,Units of alcohol,17.1,Alcohol consumption (mean weekly units),Male
S08000031,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male
S08000031,2015-2018,95% Upper Confidence Limit,WEMWBS Score,49.9,Mental wellbeing,Male
S08000031,2015-2018,95% Lower Confidence Limit,Units of alcohol,14.4,Alcohol consumption (mean weekly units),Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,17.2,Fruit & vegetable consumption: None,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,61.2,Fruit & vegetable consumption: Less than 5 portions,Male
S08000031,2016-2019,Percent,Percent Of Adults,14,Fruit & vegetable consumption: None,Male
S08000031,2016-2019,Percent,Percent Of Adults,64,Fruit & vegetable consumption: Less than 5 portions,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,16,Fruit & vegetable consumption: None,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,68.1,Fruit & vegetable consumption: Less than 5 portions,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,2.3,Summary activity levels: Low activity,Male
S08000031,2015-2018,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,62.4,Fruit & vegetable consumption: Less than 5 portions,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,25.7,Smoking status: Current smoker,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,20.6,Smoking status: Current smoker,Male
S08000031,2015-2018,Percent,Percent Of Adults,23,Smoking status: Current smoker,Male
S08000032,2016-2019,95% Upper Confidence Limit,Percent Of Adults,38.8,Obesity: Obese,Male
S08000032,2016-2019,95% Lower Confidence Limit,Percent Of Adults,79.5,Doctor-diagnosed asthma: No,Male
S08000031,2016-2019,Percent,Percent Of Adults,18,Summary activity levels: Very low activity,Male
S08000031,2015-2018,95% Upper Confidence Limit,Percent Of Adults,86.9,Any cardiovascular condition: No cardiovascular condition,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,20.7,Summary activity levels: Very low activity,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,16.3,Summary activity levels: Very low activity,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,86.8,Any cardiovascular condition: No cardiovascular condition,Male
S08000031,2015-2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Male
S08000031,2016-2019,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,7,Summary activity levels: Some activity,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,14.1,General health questionnaire (GHQ-12): Score 4+,Male
S08000031,2016-2019,95% Lower Confidence Limit,WEMWBS Score,48.8,Mental wellbeing,Male
S08000031,2016-2019,Mean,WEMWBS Score,49.4,Mental wellbeing,Male
S08000031,2015-2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Male
S08000031,2015-2018,95% Lower Confidence Limit,Percent Of Adults,12.8,Fruit & vegetable consumption: None,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,4.4,Summary activity levels: Low activity,Male
S08000031,2015-2018,Percent,Percent Of Adults,15,Fruit & vegetable consumption: None,Male
S08000031,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,11.8,Fruit & vegetable consumption: None,Male
S08000031,2016-2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,30,Obesity: Obese,Male
S08000031,2016-2019,95% Upper Confidence Limit,Percent Of Adults,21.7,Self-assessed general health: Fair,Male
S08000031,2016-2019,95% Lower Confidence Limit,Percent Of Adults,17.2,Self-assessed general health: Fair,Male
S08000030,2015-2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,22.1,General health questionnaire (GHQ-12): Score 1-3,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,13.4,Summary activity levels: Very low activity,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,22.7,Long-term illness: Limiting long-term illness,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,2.8,Summary activity levels: Low activity,Male
S08000030,2016-2019,Mean,Units of alcohol,14.9,Alcohol consumption (mean weekly units),Male
S08000030,2016-2019,95% Lower Confidence Limit,Units of alcohol,12.8,Alcohol consumption (mean weekly units),Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,31.4,General health questionnaire (GHQ-12): Score 1-3,Male
S08000030,2016-2019,Percent,Percent Of Adults,17,Summary activity levels: Very low activity,Male
S08000030,2016-2019,95% Upper Confidence Limit,Units of alcohol,17,Alcohol consumption (mean weekly units),Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,5.1,E-cigarette use: Currently using,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,10.8,E-cigarette use: Currently using,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,10.4,E-cigarette use: Currently using,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,4.5,E-cigarette use: Currently using,Male
S08000030,2016-2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Male
S08000030,2015-2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,7.1,Summary activity levels: Low activity,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,31.1,Long-term illness: Limiting long-term illness,Male
S08000030,2016-2019,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,2.3,Summary activity levels: Low activity,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,35.8,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,6.1,Summary activity levels: Low activity,Male
S08000030,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,26.8,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,92.1,"Provide any regular help or care for any sick, disabled or frail person: No",Male
S08000030,2015-2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,5.5,Summary activity levels: Some activity,Male
S08000030,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,86.8,"Provide any regular help or care for any sick, disabled or frail person: No",Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,5.8,Self-assessed general health: Bad/Very bad,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male
S08000030,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Male
S08000030,2016-2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,13,Self-assessed general health: Bad/Very bad,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,23.6,Long-term illness: Limiting long-term illness,Male
S08000030,2015-2018,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,11.4,Self-assessed general health: Bad/Very bad,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,32.6,Long-term illness: Limiting long-term illness,Male
S08000030,2016-2019,95% Upper Confidence Limit,WEMWBS Score,50.6,Mental wellbeing,Male
S08000030,2016-2019,Percent,Percent Of Adults,18,Self-assessed general health: Fair,Male
S08000030,2016-2019,95% Lower Confidence Limit,WEMWBS Score,48.8,Mental wellbeing,Male
S08000030,2016-2019,Percent,Percent Of Adults,15,E-cigarette use: Ever previously used,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,11,E-cigarette use: Ever previously used,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,21.3,Self-assessed general health: Fair,Male
S08000030,2015-2018,Mean,WEMWBS Score,49.1,Mental wellbeing,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,14,Self-assessed general health: Fair,Male
S08000030,2015-2018,95% Upper Confidence Limit,WEMWBS Score,50,Mental wellbeing,Male
S08000030,2015-2018,95% Lower Confidence Limit,WEMWBS Score,48.2,Mental wellbeing,Male
S08000030,2015-2018,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,64.5,Alcohol consumption: Moderate drinker,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,16.8,E-cigarette use: Ever previously used,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,54.4,Alcohol consumption: Moderate drinker,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,54.6,Alcohol consumption: Moderate drinker,Male
S08000030,2016-2019,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,53.3,Smoking status: Never smoked/Used to smoke occasionally,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,8.8,E-cigarette use: Ever previously used,Male
S08000030,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male
S08000030,2015-2018,Percent,Percent Of Adults,19,Smoking status: Current smoker,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,15.4,Smoking status: Current smoker,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,23.6,Smoking status: Current smoker,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,9.6,Fruit & vegetable consumption: None,Male
S08000030,2016-2019,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,79.9,Any cardiovascular condition: No cardiovascular condition,Male
S08000030,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,87.1,Any cardiovascular condition: No cardiovascular condition,Male
S08000030,2016-2019,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,23.4,Self-assessed general health: Fair,Male
S08000030,2015-2018,95% Lower Confidence Limit,Percent Of Adults,15.3,Self-assessed general health: Fair,Male
S08000030,2016-2019,Mean,WEMWBS Score,49.7,Mental wellbeing,Male
S08000030,2016-2019,95% Lower Confidence Limit,Percent Of Adults,8.1,Alcohol consumption: Non-drinker,Male
S08000030,2015-2018,95% Upper Confidence Limit,Percent Of Adults,13.9,Alcohol consumption: Non-drinker,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,14.1,Alcohol consumption: Non-drinker,Male
S08000030,2016-2019,95% Upper Confidence Limit,Percent Of Adults,16.9,Fruit & vegetable consumption: None,Male
S08000030,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Male
S08000030,2016-2019,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male
S08000029,2016-2019,95% Upper Confidence Limit,Percent Of Adults,19.6,Doctor-diagnosed asthma: Yes,Male
S08000029,2015-2018,95% Upper Confidence Limit,Percent Of Adults,64.3,Alcohol consumption: Moderate drinker,Male
S08000029,2016-2019,95% Lower Confidence Limit,Percent Of Adults,13,Doctor-diagnosed asthma: Yes,Male
S08000029,2015-2018,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Male
S08000029,2015-2018,95% Lower Confidence Limit,Percent Of Adults,56.9,Alcohol consumption: Moderate drinker,Male
S08000029,2015-2018,95% Lower Confidence Limit,Percent Of Adults,27.2,Obesity: Obese,Male
S08000029,2016-2019,95% Upper Confidence Limit,Percent Of Adults,12.9,E-cigarette use: Ever previously used,Male
S08000029,2015-2018,Percent,Percent Of Adults,31,Obesity: Obese,Male
S08000029,2016-2019,95% Lower Confidence Limit,Percent Of Adults,7.9,E-cigarette use: Ever previously used,Male
S08000029,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male
S08000029,2016-2019,Mean,WEMWBS Score,50.7,Mental wellbeing,Male
S08000029,2016-2019,95% Upper Confidence Limit,Percent Of Adults,64.9,Alcohol consumption: Moderate drinker,Male
S08000029,2016-2019,95% Upper Confidence Limit,Percent Of Adults,6.7,Summary activity levels: Low activity,Male
S08000029,2016-2019,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Male
