"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Drug-related deaths, females","North Lanarkshire","S12000050","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",14.2,8.09,4.43,13.53,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Scotland","S00000001","Scotland",2014,"2012 to 2016 calendar years; 5-year aggregates",200.6,7.26,6.29,8.34,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Ayrshire & Arran","S08000015","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",9.2,4.79,2.19,9.08,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Borders","S08000016","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",5.6,9.86,3.28,22.34,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Dumfries & Galloway","S08000017","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",5.2,7.02,2.23,16.33,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Forth Valley","S08000019","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",13.2,8.48,4.52,14.47,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Grampian","S08000020","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",21.2,7.32,4.53,11.17,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Highland","S08000022","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",13.8,8.27,4.44,14,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Lothian","S08000024","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",34,7.69,5.3,10.77,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Orkney","S08000025","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,9.86,0.01,55.43,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Shetland","S08000026","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,3.31,0,36.99,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Western Isles","S08000028","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,10.25,0.33,46.35,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Fife","S08000029","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",14.6,7.71,4.26,12.81,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Tayside","S08000030","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",15.8,7.55,4.26,12.34,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Greater Glasgow & Clyde","S08000031","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",44,7.32,5.3,9.84,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Lanarkshire","S08000032","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",21.2,6.24,3.87,9.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Clackmannanshire","S12000005","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,13.34,3.19,35.94,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Dumfries & Galloway","S12000006","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.2,7.02,2.23,16.33,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","East Ayrshire","S12000008","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,4.8,1.03,13.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","East Lothian","S12000010","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,5.86,1.14,17.22,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","East Renfrewshire","S12000011","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,5.74,0.8,18.95,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Na h-Eileanan Siar","S12000013","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,10.25,0.33,46.35,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Falkirk","S12000014","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.8,7.19,2.56,15.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Highland","S12000017","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",11,9.16,4.51,16.46,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Inverclyde","S12000018","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,7.74,1.61,22.08,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Midlothian","S12000019","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,7.08,1.51,20.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Moray","S12000020","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,8.66,2.38,21.82,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","North Ayrshire","S12000021","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,5.58,1.38,14.73,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Orkney Islands","S12000023","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,9.86,0.01,55.43,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Scottish Borders","S12000026","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.6,9.86,3.28,22.34,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Shetland Islands","S12000027","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,3.31,0,36.99,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","South Ayrshire","S12000028","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,4.02,0.48,13.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","South Lanarkshire","S12000029","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",10.2,6.23,2.99,11.41,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Stirling","S12000030","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,7.58,1.88,20,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Aberdeen City","S12000033","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",8.6,8.11,3.57,15.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Aberdeenshire","S12000034","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",8.4,6.33,2.78,12.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Argyll & Bute","S12000035","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,5.7,0.96,17.47,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","City of Edinburgh","S12000036","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",22,9.13,5.65,13.92,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Renfrewshire","S12000038","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",7.4,8.16,3.36,16.52,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","West Dunbartonshire","S12000039","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,7.03,1.61,19.4,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","West Lothian","S12000040","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.8,6.2,2.2,13.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Angus","S12000041","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,7.16,2.04,17.71,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Dundee City","S12000042","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",6.4,9.01,3.34,19.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","East Dunbartonshire","S12000045","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",NA,5.06,0.86,15.47,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Fife","S12000047","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",14.6,7.71,4.26,12.81,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Perth & Kinross","S12000048","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5,6.93,2.14,16.37,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Glasgow City","S12000049","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",24.8,8,5.12,11.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","North Lanarkshire","S12000050","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",11,6.25,3.11,11.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Scotland","S00000001","Scotland",2015,"2013 to 2017 calendar years; 5-year aggregates",188,6.81,5.87,7.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Ayrshire & Arran","S08000015","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",9.4,4.92,2.26,9.27,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Borders","S08000016","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",5.2,9,2.82,21,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Dumfries & Galloway","S08000017","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",5.4,7.31,2.36,16.81,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Forth Valley","S08000019","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",14,9,4.9,15.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Grampian","S08000020","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",21,7.3,4.51,11.17,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Highland","S08000022","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",13,8.02,4.2,13.81,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Lothian","S08000024","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",30.4,6.93,4.67,9.89,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Orkney","S08000025","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,12,0.24,59.57,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Shetland","S08000026","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,1.64,0,33.4,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Western Isles","S08000028","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,8.87,0.08,44.42,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Fife","S08000029","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",13.6,7.14,3.85,12.08,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Tayside","S08000030","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",15.2,7.18,4,11.85,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Greater Glasgow & Clyde","S08000031","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",39.4,6.57,4.67,8.99,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","NHS Lanarkshire","S08000032","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",18.8,5.52,3.3,8.65,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Clackmannanshire","S12000005","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,12.58,2.84,34.77,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, females","Dumfries & Galloway","S12000006","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",5.4,7.31,2.36,16.81,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
